id,filename,motif,prompt,alt
11,images/new-city/ep-01/11.webp,window,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: looking through a dusty office window: an overturned chair, a stopped calendar, one small light behind a glass door at the back. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","Looking through a dusty office window: an overturned chair, a stopped calendar, one small light behind a glass door at the back."
12,images/new-city/ep-01/12.webp,door,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: a neighbour's half-open door at night, a figure in a dressing gown, warm hall light spilling onto the step. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","A neighbour's half-open door at night, a figure in a dressing gown, warm hall light spilling onto the step."
13,images/new-city/ep-01/13.webp,bench,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: a hard station bench at first light, a coat pulled close, a cleaner's trolley approaching. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","A hard station bench at first light, a coat pulled close, a cleaner's trolley approaching."
14,images/new-city/ep-01/14.webp,lamp,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: empty repeating night streets and a single street lamp; back near the station at three in the morning, nothing learned. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","Empty repeating night streets and a single street lamp; back near the station at three in the morning, nothing learned."
15,images/new-city/ep-01/15.webp,card,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: a business card taped inside a dark café window, a new address just legible; cold hands raising a phone to photograph it. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","A business card taped inside a dark café window, a new address just legible; cold hands raising a phone to photograph it."
16,images/new-city/ep-01/16.webp,bed,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: a small clean room at first light, its window looking down on a big yellow agency sign across the road. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","A small clean room at first light, its window looking down on a big yellow agency sign across the road."
17,images/new-city/ep-01/17.webp,building,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: the empty abandoned building at eight in the morning, grey and shut, an hour before the interview. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","The empty abandoned building at eight in the morning, grey and shut, an hour before the interview."
18,images/new-city/ep-01/18.webp,door,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: a cleaner half-opening an inner glass door onto empty offices, waving you away. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","A cleaner half-opening an inner glass door onto empty offices, waving you away."
19,images/new-city/ep-01/19.webp,quay,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: walking toward the river near two in the morning; new all-glass offices dark across the black water. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.",Walking toward the river near two in the morning; new all-glass offices dark across the black water.
20,images/new-city/ep-01/20.webp,building,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: a cold grey morning, exhausted, standing before the empty building. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","A cold grey morning, exhausted, standing before the empty building."
21,images/new-city/ep-01/21.webp,cup,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: a warm, expensive café at night — a cup and a letter on the table — weighing whether to go on. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","A warm, expensive café at night — a cup and a letter on the table — weighing whether to go on."
22,images/new-city/ep-01/22.webp,bench,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: a station bench at eight in the morning, numb feet, the pull to simply go home. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","A station bench at eight in the morning, numb feet, the pull to simply go home."
23,images/new-city/ep-01/23.webp,quay,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: a new riverside building's brass company directory; the fourth name legible only as a name-plate, second floor. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","A new riverside building's brass company directory; the fourth name legible only as a name-plate, second floor."
24,images/new-city/ep-01/24.webp,suit,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: a too-bright new job-agency office, a yellow sign, a man in a good suit sliding a form across the counter. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","A too-bright new job-agency office, a yellow sign, a man in a good suit sliding a form across the counter."
25,images/new-city/ep-01/25.webp,quay,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: the river quay at half past eight, grey water and gulls, arriving early and almost clean. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","The river quay at half past eight, grey water and gulls, arriving early and almost clean."
26,images/new-city/ep-01/26.webp,door,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: a young woman opening a door at night, pointing toward a night bus at the corner. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","A young woman opening a door at night, pointing toward a night bus at the corner."
27,images/new-city/ep-01/27.webp,keys,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: a woman arriving at a riverside door with a key and a coffee — she turns out to be the firm. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.",A woman arriving at a riverside door with a key and a coffee — she turns out to be the firm.
28,images/new-city/ep-01/28.webp,quay,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: identical dark quay buildings at night; the number you found is only a car park, so you sit by the water. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","Identical dark quay buildings at night; the number you found is only a car park, so you sit by the water."
29,images/new-city/ep-01/29.webp,card,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: a café counter at night, a hand writing an address on a paper napkin. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","A café counter at night, a hand writing an address on a paper napkin."
30,images/new-city/ep-01/30.webp,desk,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: a warm reception desk smelling of coffee, a name typed twice on a screen, no interview found. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","A warm reception desk smelling of coffee, a name typed twice on a screen, no interview found."
31,images/new-city/ep-01/31.webp,cup,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: a woman near sixty approaching a glass door with a takeaway coffee; a small yellow luggage tag on her bag. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.",A woman near sixty approaching a glass door with a takeaway coffee; a small yellow luggage tag on her bag.
32,images/new-city/ep-01/32.webp,coin,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: a plain receipt bearing only a number, money just handed across a counter and gone. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","A plain receipt bearing only a number, money just handed across a counter and gone."
33,images/new-city/ep-01/33.webp,coin,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: across a desk, a good-suited man's smile vanishing as the form is pushed back, unpaid. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","Across a desk, a good-suited man's smile vanishing as the form is pushed back, unpaid."
34,images/new-city/ep-01/34.webp,letter,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: quarter past nine on an empty street; a now-useless letter in hand, pockets nearly empty. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","Quarter past nine on an empty street; a now-useless letter in hand, pockets nearly empty."
35,images/new-city/ep-01/35.webp,desk,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: an office over the water; a woman reading your letter, a chair drawn up for you. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","An office over the water; a woman reading your letter, a chair drawn up for you."
36,images/new-city/ep-01/36.webp,desk,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: warm office light at last — a desk, a tray of letters to correct, a job honestly begun. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.","Warm office light at last — a desk, a tray of letters to correct, a job honestly begun."
37,images/new-city/ep-01/37.webp,notebook,"Painterly atmospheric illustration, cinematic nocturne: a cold, unfamiliar city at night lit by a single warm sodium-amber source against deep navy-and-teal blues; limited muted palette, soft volumetric fog, gentle film grain and visible painterly brushwork; faceless viewpoint — show the world from behind or over the shoulder, or only hands and objects, never a clear face or eye contact; culturally neutral modern European-ish port city, no readable text or signage, no flags or landmarks; quiet, uncertain, atmospheric but not frightening. Scene: a hand writing your name on a real sheet of paper; a door held open to the street. 3:2 landscape, subject held in the central 90%, cinematic lighting. Negative prompt: no text, no lettering, no watermark, no logos, no visible faces or eye contact, no bright saturated colours, no daytime blue sky, no cartoon style.",A hand writing your name on a real sheet of paper; a door held open to the street.
